Country/territory of the murder,City of the murder,Location of the murder,Gender identity or expression,Sex Characteristics,Sexual Orientation,Occupation,Migrant status,Nationality,Race,Age range,Disability,TDoR period (Oct-Sept),Calendar year,Date of the incident,Time of the incident,Type of homicide/murder,Type of location of the murder,Number of perpetrators,Type of perpetrator(s),Basis for bias,Bias indicators,Source of information about the murder,Reported by,Response from local authorities,ciudad_limpia,departamento,hubo_respuesta_institucional,solo_departamento_reportado
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,trans / transgénero,,Desconocida,trabajadorx sexual,,,Black,19 a 25,,TDoR 2008,2008,2008/03/23,,apuñalamiento,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Pereira,4.7854606|-75.7883220137654,travesti,,Desconocida,,,,Black,19 a 25,,TDoR 2008,2008,2008/05/15,,tiroteo,,,,,,civil society organisation,ILGA,,Pereira,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Popayán,2.4440069739605623|-76.61469782778252,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,26 a 30,,TDoR 2008,2008,2008/07/10,,otro,residencia propia,,,,,civil society organisation,ILGA,,Popayán,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,travesti,,Desconocida,,,,Black,15 a 18,,TDoR 2008,2008,2008/02/01,,tiroteo,parque / plaza pública / espacio / mercado / gasolinera,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Barranquilla,10.9938599|-74.7926118,trans / transgénero,,Desconocida,,,,Black,19 a 25,,TDoR 2008,2008,2008/03/29,,tiroteo,,,,,,press,El Heraldo,,Barranquilla,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Barranquilla,10.9938599|-74.7926118,trans / transgénero,,Desconocida,,,,Black,26 a 30,,TDoR 2008,2008,2008/03/29,,tiroteo,,,,,,press,El Heraldo,,Barranquilla,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,travesti,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2008,2008,2008/05/08,,tiroteo,calle,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,travesti,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2008,2008,2008/05/08,,apuñalamiento,calle,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Barranquilla,10.9938599|-74.7926118,travesti,,Desconocida,,,,Black,,,TDoR 2008,2008,2008/05/10,,,,,,,,press,El Heraldo,,Barranquilla,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,51 a 60,,TDoR 2008,2008,2008/07/18,,apuñalamiento,,,,,,civil society organisation,ILGA,,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,trans / transgénero,,Desconocida,,,,Black,26 a 30,,TDoR 2008,2008,2008/07/01,,otro,calle,,,,,civil society organisation,ILGA,,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,26 a 30,,TDoR 2008,2008,2008/09/04,,tiroteo,,,,,,civil society organisation,ILGA,,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,travesti,,Desconocida,,,,Black,51 a 60,,TDoR 2009,2008,2008/10/21,,apuñalamiento,residencia propia,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Pereira,4.7854606|-75.7883220137654,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2009,2009,2009/02/01,,tiroteo,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Pereira,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Valle del Cauca,4.3354563|-75.826515235457,trans / transgénero,,Desconocida,,,,Black,,,TDoR 2009,2009,2009/08/08,,,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,,Valle del Cauca,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Sincelejo,9.2973386|-75.3926601,travesti,,Desconocida,,,,Black,15 a 18,,TDoR 2009,2009,2009/01/28,,apuñalamiento,,,,,,press,"El Universal, 01.02.2009",,Sincelejo,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Valle del Cauca,4.3354563|-75.826515235457,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2009,2009,2009/02/02,,tiroteo,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,,Valle del Cauca,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Ibague,4.4386033|-75.2108857,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2009,2009,2009/02/21,,apuñalamiento,residencia de familiares / amigos / clientes,,,,,press,"El Nuevo Dia, 22.02.2009",,Ibagué,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Palmira,3.5308373|-76.2988048,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2009,2009,2009/04/01,,apuñalamiento,calle,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Palmira,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2009,2009,2009/07/08,,tiroteo,calle,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,travesti,,Desconocida,,,,Black,,,TDoR 2009,2009,2009/08/16,,tiroteo,,,,,,press,La Prensa Escrita 12/09/2009,,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,peluquería / estilista / esteticista,,,Black,31 a 40,,TDoR 2009,2009,2009/02/01,,tiroteo,peluquería / salón de belleza,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,travesti,,Desconocida,activista / líder comunitarie,,,Black,,,TDoR 2010,2009,2009/10/30,,tiroteo,,,,,,press,"Fundacion Procrear 29/10/2009 and Portal Participacion Bogota, Gobierno de Colombia 02.11.2009",,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,trans / transgénero,,Desconocida,,,,Black,,,TDoR 2010,2009,2009/11/01,,,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Valle del Cauca,4.3354563|-75.826515235457,travesti,,Desconocida,,,,Black,,,TDoR 2010,2010,2010/04/01,,,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,,Valle del Cauca,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,travesti,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2010,2010,2010/05/08,,apuñalamiento,,,,,,press,"Informativo Patio Bonita Al Dia, 13.05.2010",,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2010,2009,2009/10/25,,tiroteo,,,,,,press,"Portal Participacion Bogota, Gobierno de Colombia 02.11.2009",,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,,,TDoR 2010,2009,2009/12/05,,apuñalamiento,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,travesti,,Desconocida,trabajadorx sexual,,,Black,19 a 25,,TDoR 2010,2010,2010/01/01,,,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Medellín,6.2443382|-75.573553,trans / transgénero,,Desconocida,,,,Black,,,TDoR 2010,2010,2010/01/01,,,playa / ribera / río / lago / bajo puente,,,,,LGBTIQ group,"Unidad Permanente para los Derechos Humanos, Medellín, human rights organisation, report from 10.12.20 10",,Medellín,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Palmira,3.5308373|-76.2988048,travesti,,Desconocida,,,,Black,,,TDoR 2010,2010,2010/04/08,,tiroteo,peluquería / salón de belleza,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Palmira,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bello,6.334997|-75.5582665,trans / transgénero,,Desconocida,,,,Black,19 a 25,,TDoR 2011,2011,2011/03/24,,,,,,,,press,"Personeria de Medellín, Boletin de Prensa No. 159, 21.10.2011",,Bello,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,31 a 40,,TDoR 2011,2011,2011/03/27,,,,,,,,press,El Tiempo 30.03.2011,,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,travesti,,Desconocida,trabajadorx sexual,,,Black,19 a 25,,TDoR 2011,2011,2011/03/27,,apuñalamiento,calle,,cliente de trabajo sexual,,,press,"La Voz, online journal, 27.3.2011",,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Valle del Cauca,4.3354563|-75.826515235457,travesti,,Desconocida,peluquería / estilista / esteticista,,,Black,,,TDoR 2011,2011,2011/03/29,,apuñalamiento,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,,Valle del Cauca,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Bogotá,4.6533874|-74.0836332,travesti,,Desconocida,propietario de tienda de belleza / peluquería / bar / tienda,no es migrante,Colombia,Black,15 a 18,,TDoR 2011,2011,2011/04/06,,estrangulamiento / ahorcamiento,residencia propia,,,,,press,"Qhubo Ibague, blog, 11.4.2011",,Bogotá,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,travesti,,Desconocida,propietario de tienda de belleza / peluquería / bar / tienda,,,Black,,,TDoR 2011,2010,2010/10/02,,tiroteo,calle,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Armenia,4.536307|-75.6723751,travesti,,Desconocida,,,,Black,41 a 50,,TDoR 2011,2010,2010/10/17,,tiroteo,calle,,,,,press,"La Cronica del Quindio, online journal, 19.10.2010",,Armenia,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Tulua,4.0856667|-76.1972779,travesti,,Desconocida,artista / intérprete,,,Black,,,TDoR 2011,2010,2010/11/01,,paliza,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Tulua,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,travesti,,Desconocida,trabajadorx sexual,,,Black,19 a 25,,TDoR 2011,2010,2010/11/02,,decapitación / desmembramiento,parque / plaza pública / espacio / mercado / gasolinera,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Ibague,4.4386033|-75.2108857,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,15 a 18,,TDoR 2011,2010,2010/11/01,,,otro,,,,,press,"Ecos del Combeima, online portal, 29.11.2010; El Tiempo, online portal (w/o date)",,Ibagué,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Candelaria,10.4596531|-74.8803211,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,26 a 30,,TDoR 2011,2010,2010/12/13,,tiroteo,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,Candelaria,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,travesti,,Desconocida,trabajadorx sexual,,,Black,26 a 30,,TDoR 2011,2010,2010/12/13,,tiroteo,autopista / circunvalación / carretera,1,cliente de trabajo sexual,,,LGBTIQ group,"El Pais, online portal, 13.12.2010; Observatorio Ciudadano Trans",,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Valle del Cauca,4.3354563|-75.826515235457,travesti,,Desconocida,,,,Black,,,TDoR 2011,2010,2010/12/18,,tiroteo,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,,Valle del Cauca,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,trans / transgénero,,Desconocida,,,,Black,,,TDoR 2011,2010,2010/12/01,,tiroteo,calle,,,,,press,"El Pais, 13.12.2010.",,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Valle del Cauca,4.3354563|-75.826515235457,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2011,2011,2011/01/30,,,,,cliente de trabajo sexual,,,LGBTIQ group,Observatorio Ciudadano Trans,,,Valle del Cauca,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Santiago de Cali,3.4519988|-76.5325259,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,,,TDoR 2011,2011,2011/01/30,,tiroteo,,,,,,LGBTIQ group,"TV Mex - Travestis Mexico, Summary 2011",,Cali,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Valle del Cauca,4.3354563|-75.826515235457,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,15 a 18,,TDoR 2011,2011,2011/02/13,,,,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,,Valle del Cauca,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Quindio,3.4109349|-75.6836801,travesti,,Desconocida,,,,Black,,,TDoR 2011,2011,2011/06/30,,tiroteo,calle,,,,,LGBTIQ group,"TV Mex - Travestis Mexico, Summary 2011; Cronica del Quindio, online portal, w/o date",,,Quindío,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Maicao,11.3773054|-72.2387633,travesti,,Desconocida,,,,Black,19 a 25,,TDoR 2011,2011,2011/08/08,,tiroteo,calle,,,,,press,"El Informador, online portal, 9.08.2011",,Maicao,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Medellín,6.2443382|-75.573553,mujer transexual,,Desconocida,,,,Black,,,TDoR 2011,2011,2011/09/06,,tiroteo,,,,,,press,"Personeria de Medellín, Boletin de Prensa No. 159, 21.10.2011",,Medellín,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Medellín,6.2443382|-75.573553,trans / transgénero,,Desconocida,,,,Black,,,TDoR 2011,2010,2010/10/05,,apuñalamiento,,,,,,civil society organisation,"Unidad Permanente para los Derechos Humanos, Medellín, human rights organisation, report from 10.12.20 10",,Medellín,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Quindio,3.4109349|-75.6836801,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,51 a 60,,TDoR 2011,2011,2011/01/16,,apuñalamiento,,,,,,press,"Cronica del Quindio, 17.1.2011",,,Quindío,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Medellín,6.2443382|-75.573553,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,,Black,,,TDoR 2011,2011,2011/03/08,,,matorral / campo / pastizales / zona rural / arboleda / bosque,,,,,press,"Personeria de Medellín, Boletin de Prensa No. 159, 21.10.2011",,Medellín,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Valle del Cauca,4.3354563|-75.826515235457,travesti,,Desconocida,trabajadorx sexual,,,Black,,,TDoR 2011,2011,2011/03/17,,,calle,,,,,LGBTIQ group,Observatorio Ciudadano Trans,,,Valle del Cauca,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Medellín,6.2443382|-75.573553,travesti,,Desconocida,,,latinx,Black,,,TDoR 2012,2011,2011/10/18,,apuñalamiento,,,,,,press,"Personeria de Medellín, Boletin de Prensa No. 159, 21.10.2011",,Medellín,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Atlantico,10.9695034|-74.7881745,travesti,,Desconocida,peluquería / estilista / esteticista,,latinx,Black,26 a 30,,TDoR 2012,2011,2011/11/13,,apuñalamiento,calle,,,,,press,"Elheraldo, online portal, 14.11.2011",,,Atlántico,False,True
"Sudamérica, Latinoamérica y el Caribe::Colombia",Monteria,8.7509361|-75.8786806,travesti,,Desconocida,,,latinx,Black,19 a 25,,TDoR 2012,2011,2011/11/25,,estrangulamiento / ahorcamiento,,,,,,press,"El Meridiano de Cordoba, online portal, w/d",,Montería,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Sincelejo,9.2973386|-75.3926601,travesti,,Desconocida,trabajadorx sexual,,latinx,Black,26 a 30,,TDoR 2012,2012,2012/08/05,,tiroteo,calle,,,,,LGBTIQ group,Centro de Apoyo a las Identidades Trans: El Meridiano de Cordova.com 07.08.2012,,Sincelejo,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Medellín,6.2443382|-75.573553,travesti,,Desconocida,,,latinx,Black,,,TDoR 2012,2011,2011/11/04,,,calle,,,,,civil society organisation,"Unidad Permanente para los Derechos Humanos, Medellín, human rights organisation, communication from 3.02.20 12",,Medellín,,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia",Medellín,6.2443382|-75.573553,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,latinx,Black,26 a 30,,TDoR 2012,2012,2012/02/01,,tiroteo,residencia propia,,,,,LGBTIQ group,Centro de Apoyo a las Identidades Trans,,Medellín,,False,False
